ticker,exchange,assetType,priceCurrency,startDate,endDate
TRQ,NYSE,Stock,USD,2003-11-18,2021-03-10
TRR,NYSE,Stock,USD,1991-12-16,2017-07-05
TRS,NASDAQ,Stock,USD,2007-05-18,2021-03-10
TRSK,NYSE ARCA,ETF,USD,2013-06-24,2018-03-20
TRST,NASDAQ,Stock,USD,1990-03-26,2021-03-10
TRT,NYSE MKT,Stock,USD,1995-04-24,2021-03-10
TRTL,NASDAQ,Stock,USD,2014-10-03,2017-08-17
TRTLU,NASDAQ,Stock,USD,2014-07-17,2017-08-28
TRTLW,NASDAQ,Stock,USD,2016-01-04,2016-12-27
TRTN,NYSE,Stock,USD,2005-10-12,2021-03-10
TRTN-P-A,NYSE,Stock,USD,2019-03-13,2021-03-10
TRTN-P-B,NYSE,Stock,USD,2019-06-18,2021-03-10
TRTN-P-C,NYSE,Stock,USD,2019-11-01,2021-03-10
TRTN-P-D,NYSE,Stock,USD,2020-01-17,2021-03-10
TRTX,NYSE,Stock,USD,2017-07-20,2021-03-10
TRU,NYSE,Stock,USD,2015-06-25,2021-03-10
TRUE,NASDAQ,Stock,USD,2000-05-02,2021-03-10
TRUP,NASDAQ,Stock,USD,2014-07-18,2021-03-10
TRV,NYSE,Stock,USD,1986-07-09,2021-03-10
TRVG,NASDAQ,Stock,USD,2016-12-16,2021-03-10
TRVI,NASDAQ,Stock,USD,2019-05-07,2021-03-10
TRVN,NASDAQ,Stock,USD,2014-01-31,2021-03-10
TRW,NYSE,Stock,USD,2004-02-03,2015-05-26
TRX,NYSE MKT,Stock,USD,2005-05-12,2021-03-10
TRXI,NASDAQ,Stock,USD,2010-03-30,2013-07-15
TS,NYSE,Stock,USD,2002-12-16,2021-03-10
TSBK,NASDAQ,Stock,USD,1998-01-13,2021-03-10
TSC,NASDAQ,Stock,USD,2013-05-09,2021-03-10
TSCAP,NASDAQ,Stock,USD,2018-03-16,2021-03-10
TSCBP,NASDAQ,Stock,USD,2019-05-22,2021-03-10
TSCO,NASDAQ,Stock,USD,1994-02-18,2021-03-10
TSE,NYSE,Stock,USD,2014-06-12,2021-03-10
TSEM,NASDAQ,Stock,USD,1994-10-26,2021-03-10
TSG,NASDAQ,Stock,USD,2010-10-15,2020-05-05
TSH,NYSE,Stock,USD,2006-12-28,2014-05-30
TSHA,NASDAQ,Stock,USD,2020-09-24,2021-03-10
TSI,NYSE,ETF,USD,1988-01-05,2021-03-10
TSIA,NASDAQ,Stock,USD,2020-12-31,2021-03-10
TSIAU,NASDAQ,Stock,USD,2020-11-10,2021-03-10
TSIAW,NASDAQ,Stock,USD,2020-12-31,2021-03-10
TSIBU,NASDAQ,Stock,USD,2021-02-12,2021-03-10
TSIFX,NASDAQ,Mutual Fund,USD,2018-04-06,2021-03-10
TSL,NYSE,Stock,USD,2016-01-04,2017-03-21
TSLA,NASDAQ,Stock,USD,2010-06-29,2021-03-10
TSLX,NYSE,Stock,USD,2014-03-21,2021-03-10
TSM,NYSE,Stock,USD,1997-10-09,2021-03-10
TSN,NYSE,Stock,USD,1986-07-09,2021-03-10
TSNU,NYSE,Stock,USD,2014-07-31,2017-07-06
TSPQ-U,NYSE,Stock,USD,2021-03-02,2021-03-10
TSQ,NYSE,Stock,USD,2014-07-24,2021-03-10
TSRE,NASDAQ,Stock,USD,2006-12-28,2015-09-16
TSRI,NASDAQ,Stock,USD,1990-03-26,2021-03-10
TSRO,NASDAQ,Stock,USD,2012-06-28,2019-01-18
TSS,NYSE,Stock,USD,1989-06-30,2019-09-17
TST,NASDAQ,Stock,USD,1999-05-11,2019-08-07
TSU,NYSE,Stock,USD,1998-11-16,2020-10-12
TSYS,NASDAQ,Stock,USD,2000-08-08,2016-02-24
TT,NYSE,Stock,USD,1985-07-01,2021-03-10
TTC,NYSE,Stock,USD,1987-12-30,2021-03-10
TTCF,NASDAQ,Stock,USD,2018-09-12,2021-03-10
TTCFW,NASDAQ,Stock,USD,2017-05-02,2021-02-16
TTD,NASDAQ,Stock,USD,2016-09-21,2021-03-10
TTEC,NASDAQ,Stock,USD,1996-08-01,2021-03-10
TTEK,NASDAQ,Stock,USD,1991-12-17,2021-03-10
TTF,NYSE,ETF,USD,1988-02-17,2018-01-19
TTFS,NYSE ARCA,ETF,USD,2011-10-05,2018-10-10
TTGT,NASDAQ,Stock,USD,2007-05-17,2021-03-10
TTHI,NASDAQ,Stock,USD,2016-01-04,2016-09-08
TTI,NYSE,Stock,USD,1990-04-03,2021-03-10
TTM,NYSE,Stock,USD,2004-09-27,2021-03-10
TTMI,NASDAQ,Stock,USD,2000-09-25,2021-03-10
TTNP,NASDAQ,Stock,USD,2006-12-28,2021-03-10
TTOO,NASDAQ,Stock,USD,2014-08-07,2021-03-10
TTP,NYSE,ETF,USD,2011-10-27,2021-03-10
TTPH,NASDAQ,Stock,USD,2013-03-20,2020-07-28
TTT,NYSE ARCA,ETF,USD,2012-03-29,2021-03-10
TTTM,NYSE,Stock,USD,2009-12-04,2019-07-01
TTTN,NASDAQ,ETF,USD,2018-11-09,2020-11-19
TTWO,NASDAQ,Stock,USD,1997-04-15,2021-03-10
TU,NYSE,Stock,USD,1996-06-11,2021-03-10
TUBE,NASDAQ,Stock,USD,2016-01-04,2016-12-20
TUC,NYSE,Stock,USD,2006-12-28,2014-01-08
TUFN,NYSE,Stock,USD,2019-04-11,2021-03-10
TUMI,NYSE,Stock,USD,2012-04-18,2016-08-09
TUP,NYSE,Stock,USD,1996-05-08,2021-03-10
TUR,NASDAQ,ETF,USD,2008-03-28,2021-03-10
TURN,NASDAQ,Stock,USD,2017-02-01,2021-03-10
TUSA,NASDAQ,ETF,USD,2004-04-28,2021-03-10
TUSK,NASDAQ,Stock,USD,2016-10-14,2021-03-10
TUTI,NASDAQ,ETF,USD,2015-06-10,2017-09-05
TUTT,NASDAQ,ETF,USD,2015-02-25,2017-09-05
TUZ,NYSE ARCA,ETF,USD,2009-06-02,2019-12-11
TV,NYSE,Stock,USD,1993-12-14,2021-03-10
TVAC,NASDAQ,Stock,USD,2021-02-09,2021-03-10
TVACU,NASDAQ,Stock,USD,2020-12-11,2021-03-10
TVACW,NASDAQ,Stock,USD,2021-02-09,2021-03-10
TVC,NYSE,Stock,USD,1998-10-14,2021-03-10
TVE,NYSE,Stock,USD,1999-05-19,2021-03-10
TVIA,NASDAQ,Stock,USD,2016-01-04,2017-08-10
TVIX,NYSE,Stock,USD,2020-06-29,2020-07-02
TVIZ,NASDAQ,ETF,USD,2010-11-30,2018-08-16
TVL,NYSE,Stock,USD,2006-12-28,2013-07-30
TVPT,NYSE,Stock,USD,2014-09-25,2019-05-30
TVTX,NASDAQ,Stock,USD,2012-11-08,2021-03-10
TVTY,NASDAQ,Stock,USD,1991-08-13,2021-03-10
TW,NASDAQ,Stock,USD,2016-01-04,2016-01-12
TW,NASDAQ,Stock,USD,2019-04-04,2021-03-10
TWAR,NYSE ARCA,ETF,USD,2019-06-05,2019-12-16
TWB,NYSE,Stock,USD,2006-12-28,2009-11-25
TWC,NYSE,Stock,USD,2007-03-01,2016-05-26
TWCT,NASDAQ,Stock,USD,2020-11-06,2021-03-10
TWCTU,NASDAQ,Stock,USD,2020-09-11,2021-03-10
TWCTW,NASDAQ,Stock,USD,2020-11-03,2021-03-10
TWGP,NASDAQ,Stock,USD,2004-10-21,2014-09-15
TWI,NYSE,Stock,USD,1993-05-20,2021-03-10
TWIN,NASDAQ,Stock,USD,1987-12-31,2021-03-10
TWLO,NYSE,Stock,USD,2016-06-23,2021-03-10
TWLVU,NASDAQ,Stock,USD,2021-02-26,2021-03-10
TWM,NYSE ARCA,ETF,USD,2007-01-25,2021-03-10
TWN,NYSE,ETF,USD,1989-06-30,2021-03-10
TWND,NYSE,Stock,USD,2020-10-23,2021-03-10
TWND-U,NYSE,Stock,USD,2020-09-04,2021-03-10
TWND-WS,NYSE,Stock,USD,2020-10-23,2021-03-10
TWNI-U,NYSE,Stock,USD,2021-02-19,2021-03-10
TWNK,NASDAQ,Stock,USD,2015-11-30,2021-03-10
TWNKW,NASDAQ,Stock,USD,2015-11-25,2021-03-10
TWNT-U,NYSE,Stock,USD,2021-03-05,2021-03-10
TWO,NYSE,Stock,USD,2009-10-30,2021-03-10
TWO-P-A,NYSE,Stock,USD,2017-03-17,2021-03-10
TWO-P-B,NYSE,Stock,USD,2017-07-13,2021-03-10
TWO-P-C,NYSE,Stock,USD,2017-11-17,2021-03-10
TWO-P-D,NYSE,Stock,USD,2018-08-02,2021-03-10
TWO-P-E,NYSE,Stock,USD,2018-08-01,2021-03-10
TWOK,NYSE ARCA,ETF,USD,2013-07-09,2017-10-13
TWOU,NASDAQ,Stock,USD,2014-03-28,2021-03-10
TWQ,NYSE ARCA,ETF,USD,2009-07-02,2015-01-08
TWST,NASDAQ,Stock,USD,2018-10-31,2021-03-10
TWTI,NYSE ARCA,ETF,USD,2011-09-15,2015-07-06
TWTR,NYSE,Stock,USD,2013-11-07,2021-03-10
TWX,NYSE,Stock,USD,1992-03-19,2018-06-15
TX,NYSE,Stock,USD,2006-02-01,2021-03-10
TXCOQ,NASDAQ,Stock,USD,2010-01-04,2010-02-11
TXG,NASDAQ,Stock,USD,2019-09-12,2021-03-10
TXI,NYSE,Stock,USD,1978-05-01,2014-07-01
TXMD,NASDAQ,Stock,USD,2003-12-11,2021-03-10
TXN,NASDAQ,Stock,USD,1972-06-01,2021-03-10
TXRH,NASDAQ,Stock,USD,2004-10-05,2021-03-10
TXT,NYSE,Stock,USD,1984-10-24,2021-03-10
TXTR,NYSE,Stock,USD,2013-06-06,2016-06-10
TY,NYSE,ETF,USD,1983-04-06,2021-03-10
TY-P,NYSE,Stock,USD,2014-09-22,2021-03-10
TYBS,NYSE ARCA,ETF,USD,2011-03-23,2020-09-25
TYD,NYSE ARCA,ETF,USD,2009-04-16,2021-03-10
TYG,NYSE,ETF,USD,2004-02-25,2021-03-10
TYHT,NASDAQ,Stock,USD,2016-09-28,2021-03-10
TYL,NYSE,Stock,USD,1987-12-30,2021-03-10
TYME,NASDAQ,Stock,USD,2015-03-12,2021-03-10
TYNS,NYSE ARCA,ETF,USD,2011-03-23,2019-10-11
TYO,NYSE ARCA,ETF,USD,2009-04-16,2021-03-10
TYPE,NASDAQ,Stock,USD,2007-07-25,2019-10-11
TZA,NYSE ARCA,ETF,USD,2008-11-19,2021-03-10
TZACU,NASDAQ,Stock,USD,2018-08-21,2020-12-14
TZF,NYSE,Stock,USD,2016-02-04,2016-03-09
TZF-CL,NYSE,Stock,USD,2016-03-01,2016-03-24
TZOO,NASDAQ,Stock,USD,2002-08-28,2021-03-10
TZPSU,NASDAQ,Stock,USD,2021-01-20,2021-03-10
U,NYSE,Stock,USD,2020-09-18,2021-03-10
UA,NYSE,Stock,USD,2016-04-07,2021-03-10
UA-C,NYSE,Stock,USD,2016-04-08,2016-12-06
UA-C-W,NYSE,Stock,USD,2016-03-23,2016-04-07
UAA,NYSE,Stock,USD,2005-11-18,2021-03-10
UACL,NASDAQ,Stock,USD,2005-02-10,2016-05-13
UAE,NASDAQ,ETF,USD,2014-05-01,2021-03-10
UAG,NYSE ARCA,ETF,USD,2008-04-04,2020-12-09
UAL,NASDAQ,Stock,USD,2006-02-06,2021-03-10
UAM,NYSE,Stock,USD,1990-03-26,2017-07-14
UAMY,NYSE MKT,Stock,USD,2000-02-24,2021-03-10
UAN,NYSE,Stock,USD,2011-04-08,2021-03-10
UAUD,NYSE ARCA,ETF,USD,2017-12-12,2020-10-30
UAVS,NYSE MKT,Stock,USD,2018-03-26,2021-03-10
UBA,NYSE,Stock,USD,1998-08-17,2021-03-10
UBC,NYSE ARCA,ETF,USD,2008-04-04,2018-06-25
UBCP,NASDAQ,Stock,USD,1995-08-18,2021-03-10
UBER,NYSE,Stock,USD,2019-05-10,2021-03-10
UBFO,NASDAQ,Stock,USD,1999-03-03,2021-03-10
UBG,NYSE ARCA,ETF,USD,2008-04-04,2020-12-09
UBIO,NASDAQ,ETF,USD,2015-06-23,2020-03-30
UBM,NYSE ARCA,ETF,USD,2008-04-04,2018-06-25
UBN,NYSE ARCA,ETF,USD,2008-04-04,2018-06-25
UBND,NASDAQ,ETF,USD,2015-06-11,2017-08-31
UBNK,NASDAQ,Stock,USD,2005-08-17,2019-10-31
UBOH,NASDAQ,Stock,USD,2000-03-22,2021-03-10
UBOT,NYSE ARCA,ETF,USD,2018-04-19,2021-03-10
UBP,NYSE,Stock,USD,1987-11-05,2021-03-10
UBP-P-F,NYSE,Stock,USD,2014-09-22,2017-10-23
UBP-P-G,NYSE,Stock,USD,2014-10-29,2019-10-31
UBP-P-G-CL,NYSE,Stock,USD,2019-10-03,2019-10-31
UBP-P-H,NYSE,Stock,USD,2017-09-14,2021-03-10
UBP-P-K,NYSE,Stock,USD,2019-09-27,2021-03-10
UBR,NYSE ARCA,ETF,USD,2010-05-07,2021-03-10
UBRT,NYSE ARCA,Stock,USD,2017-09-15,2018-08-15
UBS,NYSE,Stock,USD,2014-11-21,2021-03-10
UBSI,NASDAQ,Stock,USD,1990-03-26,2021-03-10
UBT,NYSE ARCA,ETF,USD,2010-01-21,2021-03-10
UBX,NASDAQ,Stock,USD,2018-05-03,2021-03-10
UCAP,NASDAQ,Stock,USD,2011-07-28,2015-10-01
UCBA,NASDAQ,Stock,USD,2006-03-31,2018-09-24
UCBI,NASDAQ,Stock,USD,2002-03-18,2021-03-10
UCBIO,NASDAQ,Stock,USD,2020-06-04,2021-03-10
UCC,NYSE ARCA,ETF,USD,2007-02-02,2021-03-10
UCD,NYSE ARCA,ETF,USD,2008-11-25,2016-09-02
UCFC,NASDAQ,Stock,USD,1998-07-09,2020-01-31
UCHF,NYSE ARCA,ETF,USD,2017-12-12,2020-10-30
UCI,NYSE ARCA,ETF,USD,2008-04-02,2020-12-09
UCIA,NASDAQ,Stock,USD,2001-01-02,2012-05-14
UCIB,NYSE ARCA,ETF,USD,2015-10-09,2021-03-10
UCL,NASDAQ,Stock,USD,2020-06-10,2021-03-10
UCO,NYSE ARCA,ETF,USD,2008-11-25,2021-03-10
UCOM,NYSE ARCA,ETF,USD,2019-01-16,2020-03-27
UCON,NYSE ARCA,ETF,USD,2018-06-05,2021-03-10
UCP,NYSE,Stock,USD,2013-07-18,2017-08-24
UCTT,NASDAQ,Stock,USD,2004-03-25,2021-03-10
UCYB,NASDAQ,ETF,USD,2021-01-21,2021-03-10
UDBI,NASDAQ,ETF,USD,2015-12-29,2019-03-14
UDN,NYSE ARCA,ETF,USD,2007-03-01,2021-03-10
UDNT,NYSE ARCA,ETF,USD,2011-05-24,2015-02-24
UDOW,NYSE ARCA,ETF,USD,2010-02-11,2021-03-10
UDR,NYSE,Stock,USD,1990-03-07,2021-03-10
UDRL,NASDAQ,Stock,USD,2006-12-28,2012-11-05
UDWKQ,NYSE,Stock,USD,2014-02-18,2017-12-13
UE,NYSE,Stock,USD,2015-01-16,2021-03-10
UEC,NYSE MKT,Stock,USD,2007-04-05,2021-03-10
UEIC,NASDAQ,Stock,USD,1993-02-12,2021-03-10
UEPS,NASDAQ,Stock,USD,1999-04-19,2021-03-10
UEUR,NYSE ARCA,ETF,USD,2017-12-12,2020-10-30
UEVM,NYSE ARCA,ETF,USD,2017-10-26,2021-03-10
UFAB,NYSE MKT,Stock,USD,2015-07-01,2021-03-10
UFCS,NASDAQ,Stock,USD,1990-03-26,2021-03-10
UFI,NYSE,Stock,USD,1990-03-26,2021-03-10
UFO,NASDAQ,ETF,USD,2019-04-11,2021-03-10
UFPI,NASDAQ,Stock,USD,1993-11-10,2021-03-10
UFPT,NASDAQ,Stock,USD,1993-12-17,2021-03-10
UFS,NYSE,Stock,USD,2001-01-02,2021-03-10
UG,NASDAQ,Stock,USD,1992-03-17,2021-03-10
UGA,NYSE ARCA,ETF,USD,2008-02-28,2021-03-10
UGAZ,NYSE ARCA,ETF,USD,2012-02-08,2020-07-10
UGBP,NYSE ARCA,ETF,USD,2017-12-12,2020-10-30
UGE,NYSE ARCA,ETF,USD,2007-02-01,2021-03-10
UGI,NYSE,Stock,USD,1988-01-05,2021-03-10
UGL,NYSE ARCA,ETF,USD,2008-12-03,2021-03-10
UGLD,NYSE,Stock,USD,2020-06-30,2020-07-02
UGNEQ,NASDAQ,Stock,USD,2017-09-20,2019-06-25
UGP,NYSE,Stock,USD,1999-10-07,2021-03-10
UGRO,NASDAQ,Stock,USD,2019-11-14,2021-03-10
UHAL,NASDAQ,Stock,USD,1994-11-04,2021-03-10
UHN,NYSE,ETF,USD,2008-04-10,2018-09-06
UHS,NYSE,Stock,USD,1990-03-26,2021-03-10
UHT,NYSE,Stock,USD,1987-11-05,2021-03-10
UI,NYSE,Stock,USD,2011-10-14,2021-03-10
UIHC,NASDAQ,Stock,USD,2007-11-07,2021-03-10
UIL,NYSE,Stock,USD,1987-08-31,2015-12-16
UINF,NYSE ARCA,ETF,USD,2012-02-10,2015-01-08
UIS,NYSE,Stock,USD,1972-06-01,2021-03-10
UITB,NYSE ARCA,ETF,USD,2017-10-26,2021-03-10
UIVM,NYSE ARCA,ETF,USD,2017-10-26,2021-03-10
UJB,NYSE ARCA,ETF,USD,2011-04-14,2021-03-10
UJPY,NYSE ARCA,ETF,USD,2017-12-12,2020-10-30
UK,NASDAQ,Stock,USD,2020-11-18,2021-03-10
UK,NASDAQ,ETF,USD,2016-01-25,2016-03-18
UKF,NYSE ARCA,ETF,USD,2007-02-22,2015-01-08
UKK,NYSE ARCA,ETF,USD,2007-02-22,2015-01-08
UKOMW,NASDAQ,Stock,USD,2020-11-18,2021-03-10
UKW,NYSE ARCA,ETF,USD,2007-02-22,2015-01-08
UL,NYSE,Stock,USD,1988-01-04,2021-03-10
ULBI,NASDAQ,Stock,USD,1992-12-23,2021-03-10
ULBR,NYSE ARCA,ETF,USD,2017-08-29,2020-04-16
ULE,NYSE ARCA,ETF,USD,2008-11-25,2021-03-10
ULH,NASDAQ,Stock,USD,2016-05-02,2021-03-10
ULST,NYSE ARCA,ETF,USD,2013-10-10,2021-03-10
ULTA,NASDAQ,Stock,USD,2007-10-25,2021-03-10
ULTI,NASDAQ,Stock,USD,1998-06-17,2019-05-03
ULTR,NYSE ARCA,ETF,USD,2019-07-31,2021-03-10
ULVM,NYSE ARCA,ETF,USD,2017-10-26,2021-03-10
UMBF,NASDAQ,Stock,USD,1990-03-27,2021-03-10
UMC,NYSE,Stock,USD,2000-09-19,2021-03-10
UMDD,NYSE ARCA,ETF,USD,2010-02-11,2021-03-10
UMH,NYSE,Stock,USD,1993-12-06,2021-03-10
UMH-P-A,NYSE,Stock,USD,1993-12-06,2017-08-30
UMH-P-C,NYSE,Stock,USD,2017-07-21,2021-03-10
UMH-P-D,NYSE,Stock,USD,2018-01-18,2021-03-10
UMPQ,NASDAQ,Stock,USD,1998-06-03,2021-03-10
UMX,NYSE ARCA,ETF,USD,2010-05-07,2017-09-14
UN,NYSE,Stock,USD,1985-05-17,2020-11-27
UNAM,NASDAQ,Stock,USD,1990-03-26,2021-03-10
UNB,NASDAQ,Stock,USD,1999-08-09,2021-03-10
UNF,NYSE,Stock,USD,1988-01-05,2021-03-10
UNFI,NYSE,Stock,USD,1996-11-01,2021-03-10
UNG,NYSE ARCA,ETF,USD,2007-04-18,2021-03-10
UNH,NYSE,Stock,USD,1990-03-26,2021-03-10
UNIQX,NASDAQ,Mutual Fund,USD,2019-03-29,2021-03-10
UNIS,NASDAQ,Stock,USD,2010-02-16,2017-04-20
UNISQ,NASDAQ,Stock,USD,2016-01-04,2018-01-02
UNIT,NASDAQ,Stock,USD,2015-04-20,2021-03-10
UNL,NYSE ARCA,ETF,USD,2010-01-04,2021-03-10
UNM,NYSE,Stock,USD,1986-11-06,2021-03-10
UNMA,NYSE,Stock,USD,2018-06-19,2021-03-10
UNP,NYSE,Stock,USD,1980-01-02,2021-03-10
UNS,NYSE,Stock,USD,1985-08-30,2014-08-15
UNTD,NASDAQ,Stock,USD,2013-11-01,2016-07-05
UNTY,NASDAQ,Stock,USD,1997-01-14,2021-03-10
UNVR,NYSE,Stock,USD,2015-06-18,2021-03-10
UNXL,NASDAQ,Stock,USD,2006-03-07,2017-09-12
UONE,NASDAQ,Stock,USD,1999-05-06,2021-03-10
UONEK,NASDAQ,Stock,USD,2000-06-07,2021-03-10
UOP,NYSE ARCA,ETF,USD,2015-06-23,2017-09-14
UPGI,NYSE,Stock,USD,2006-12-21,2018-06-15
UPI,NASDAQ,Stock,USD,1999-05-03,2015-03-31
UPL1,NYSE,Stock,USD,1999-09-24,2017-04-12
UPLD,NASDAQ,Stock,USD,2014-11-06,2021-03-10
UPLM,NASDAQ,Stock,USD,2017-04-13,2019-08-07
UPRO,NYSE ARCA,ETF,USD,2009-06-25,2021-03-10
UPS,NYSE,Stock,USD,1999-11-10,2021-03-10
UPST,NASDAQ,Stock,USD,2020-12-16,2021-03-10
UPV,NYSE ARCA,ETF,USD,2010-05-07,2021-03-10
UPW,NYSE ARCA,ETF,USD,2007-02-01,2021-03-10
UPWK,NASDAQ,Stock,USD,2018-10-03,2021-03-10
UQM,NYSE,Stock,USD,2000-10-02,2019-07-31
URA,NYSE ARCA,ETF,USD,2010-11-05,2021-03-10
URBN,NASDAQ,Stock,USD,1993-11-09,2021-03-10
URE,NYSE ARCA,ETF,USD,2007-02-02,2021-03-10
URG,NYSE MKT,Stock,USD,2008-07-25,2021-03-10
URGN,NASDAQ,Stock,USD,2017-05-04,2021-03-10
URI,NYSE,Stock,USD,1997-12-18,2021-03-10
URNM,NYSE ARCA,ETF,USD,2019-12-04,2021-03-10
UROV,NASDAQ,Stock,USD,2018-09-27,2021-03-10
URR,NYSE ARCA,ETF,USD,2008-05-22,2020-04-29
URRE,NASDAQ,Stock,USD,1998-01-12,2017-08-18
URREX,NASDAQ,Mutual Fund,USD,2015-02-12,2020-05-21
URS,NYSE,Stock,USD,1972-06-01,2014-10-17
URTH,NYSE ARCA,ETF,USD,2012-01-12,2021-03-10
URTY,NYSE ARCA,ETF,USD,2010-02-11,2021-03-10
URZ,NYSE,Stock,USD,2005-11-10,2015-06-18
USA,NYSE,ETF,USD,1987-11-05,2021-03-10
USAB,NASDAQ,Stock,USD,2017-08-24,2017-12-29
USAC,NYSE,Stock,USD,2013-01-15,2021-03-10
USAG,NYSE ARCA,ETF,USD,2012-05-10,2018-09-06
USAI,NYSE ARCA,ETF,USD,2017-12-13,2021-03-10
USAK,NASDAQ,Stock,USD,1992-03-20,2021-03-10
USAP,NASDAQ,Stock,USD,1994-12-28,2021-03-10
USAS,NYSE MKT,Stock,USD,2016-12-28,2021-03-10
USAT,NASDAQ,Stock,USD,1999-06-07,2021-03-10
USAU,NASDAQ,Stock,USD,1992-03-17,2021-03-10
USB,NYSE,Stock,USD,1987-11-05,2021-03-10
USB-P-A,NYSE,Stock,USD,2014-09-22,2021-03-10
USB-P-H,NYSE,Stock,USD,2014-09-22,2021-03-10
USB-P-M,NYSE,Stock,USD,2014-09-22,2021-03-10
USB-P-N-CL,NYSE,Stock,USD,2017-03-06,2017-04-13
USB-P-O,NYSE,Stock,USD,2014-09-22,2021-01-14
USB-P-P,NYSE,Stock,USD,2018-08-08,2021-03-10
USB-P-Q,NYSE,Stock,USD,2020-10-21,2021-03-10
USB-P-R,NYSE,Stock,USD,2021-01-27,2021-03-10
USCI,NYSE ARCA,ETF,USD,2010-08-10,2021-03-10
USCR,NASDAQ,Stock,USD,2010-10-15,2021-03-10
USD,NYSE ARCA,ETF,USD,2007-02-01,2021-03-10
USDP,NYSE,Stock,USD,2014-10-09,2021-03-10
USDU,NYSE ARCA,ETF,USD,2013-12-18,2021-03-10
USDY,NYSE ARCA,ETF,USD,2018-02-14,2020-10-23
USEG,NASDAQ,Stock,USD,1990-03-26,2021-03-10
USFD,NYSE,Stock,USD,2016-05-26,2021-03-10
USFR,NYSE ARCA,ETF,USD,2014-02-04,2021-03-10
USG,NYSE,Stock,USD,1988-07-07,2019-05-20
USHG,NYSE ARCA,Stock,USD,2019-05-23,2021-03-10
USI,NYSE ARCA,ETF,USD,2019-04-25,2021-03-10
USIG,NASDAQ,ETF,USD,2007-01-11,2021-03-10
USIO,NASDAQ,Stock,USD,2001-01-02,2021-03-10
USL,NYSE ARCA,ETF,USD,2007-12-06,2021-03-10
USLB,NASDAQ,ETF,USD,2015-11-05,2021-03-10
USLM,NASDAQ,Stock,USD,1990-03-26,2021-03-10
USLV,NYSE,Stock,USD,2020-06-29,2020-07-02
USM,NYSE,Stock,USD,1992-03-17,2021-03-10
USMC,NASDAQ,ETF,USD,2017-10-12,2021-03-10
USMD,NASDAQ,Stock,USD,2016-01-04,2016-10-10
USMI,NYSE ARCA,ETF,USD,2012-06-19,2015-03-18
USML,NYSE ARCA,Stock,USD,2021-02-05,2021-03-10
USMR,NYSE ARCA,Stock,USD,2016-09-20,2017-09-28
USNA,NYSE,Stock,USD,1995-02-01,2021-03-10
USO,NYSE ARCA,ETF,USD,2006-04-10,2021-03-10
USOD,NYSE ARCA,ETF,USD,2017-07-20,2019-12-12
USOI,NASDAQ,Stock,USD,2017-04-26,2021-03-10
USOU,NYSE ARCA,ETF,USD,2017-07-20,2019-12-12
USPH,NYSE,Stock,USD,1992-05-29,2021-03-10
USQIX,NASDAQ,Mutual Fund,USD,2017-09-27,2021-03-10
USQSX,NASDAQ,Mutual Fund,USD,2017-09-27,2021-03-10
USRT,NYSE ARCA,ETF,USD,2007-05-04,2021-03-10
USSG,NYSE ARCA,ETF,USD,2019-03-07,2021-03-10
UST,NYSE ARCA,ETF,USD,2010-02-02,2021-03-10
USTB,NYSE ARCA,ETF,USD,2017-10-26,2021-03-10
USTR,NASDAQ,Stock,USD,1990-03-26,2015-05-29
USU,NYSE,Stock,USD,1998-07-23,2014-09-29
USV,NYSE ARCA,ETF,USD,2008-04-04,2020-12-09
USVM,NYSE ARCA,ETF,USD,2017-10-26,2021-03-10
USWS,NASDAQ,Stock,USD,2018-11-12,2021-03-10
USWS,NASDAQ,Stock,USD,2017-05-05,2018-11-09
USWSW,NASDAQ,Stock,USD,2017-05-05,2021-03-10
USX,NYSE,Stock,USD,2018-06-14,2021-03-10
USXF,NASDAQ,Stock,USD,2020-06-18,2021-03-10
UTEK,NASDAQ,Stock,USD,1993-09-29,2017-06-05
UTES,NYSE ARCA,ETF,USD,2015-09-24,2021-03-10
UTF,NYSE,ETF,USD,2004-05-11,2021-03-10
UTG,NYSE MKT,ETF,USD,2004-02-25,2021-03-10
UTHR,NASDAQ,Stock,USD,1999-06-17,2021-03-10
UTI,NYSE,Stock,USD,2003-12-18,2021-03-10
UTIW,NASDAQ,Stock,USD,2016-01-04,2016-02-01
UTL,NYSE,Stock,USD,1992-03-17,2021-03-10
UTLT,NYSE ARCA,ETF,USD,2013-06-04,2015-09-09
UTLZ,NYSE ARCA,ETF,USD,2017-01-10,2017-09-25
UTMD,NASDAQ,Stock,USD,1999-03-08,2021-03-10
UTRA,NYSE,Stock,USD,2012-05-07,2013-09-26
UTRN,NYSE ARCA,ETF,USD,2018-09-21,2021-03-10
UTSI,NASDAQ,Stock,USD,2000-03-03,2021-03-10
UTSL,NYSE ARCA,ETF,USD,2017-05-03,2021-03-10
UTX-W,NYSE,Stock,USD,2020-03-25,2020-04-02
UTZ,NYSE,Stock,USD,2018-11-26,2021-03-10
UTZ-WS,NYSE,Stock,USD,2020-08-31,2020-09-18
UTZ-WS,NYSE,Stock,USD,2018-11-26,2021-01-13
UUP,NYSE ARCA,ETF,USD,2007-03-01,2021-03-10
UUPT,NYSE ARCA,Stock,USD,2011-05-24,2015-02-24
UUU,NYSE MKT,Stock,USD,1995-08-18,2021-03-10
UUUU,NYSE MKT,Stock,USD,2006-11-24,2021-03-10
